Custid,BillAmt_1,BillAmt_2,BillAmt_3
4741,9.58,1.87,3.34
4742,8.66,0.85,3.33
4743,23.47,4.54,12.24
4744,28.68,1.68,4.79
4745,7.62,2.57,2.88
4746,10.13,2.14,4.02
4747,17.36,4.19,6.16
4748,19.81,3.95,18.51
4749,21.96,2.99,4.8
4750,27.13,7.59,18.24
4751,5.17,2.26,1.89
4752,10.01,3.15,3.88
4753,18.68,5.7,6.32
4754,14.02,1.93,4.36
4755,7.65,1.02,2.29
4756,6.96,1.21,2.56
4757,2.89,2.33,1.97
4758,8.7,9.08,11.45
4759,4.97,1.01,0.88
4760,15.35,5.63,5.01
4761,5.22,2.59,1.37
4762,10.46,2.96,2.07
4763,7.87,1.24,4.84
4764,5.73,0.42,1.22
4765,18.06,9.91,5.63
4766,17,7.9,6.7
4767,8.93,2.47,3.5
4768,7.43,2.22,2.6
4769,23.38,4.14,5.93
4770,12.35,3.35,7.85
4771,14.11,2.49,2.17
4772,4.39,1.15,1.54
4773,18.5,1.27,11.91
4774,12.65,2.94,2.43
4775,29.05,7.51,1.41
4776,11.94,1.42,1.34
4777,8.88,1.97,0.93
4778,8.54,1.25,6.2
4779,9.67,2.41,3.69
4780,13.75,1.36,3.27
4781,6.67,2.34,0.87
4782,8.44,0.27,2.24
4783,13.01,2.73,3.22
4784,40.7,10.13,11.22
4785,37.07,3.94,3.64
4786,7.44,1.88,1.69
4787,11.58,2.02,2.33
4788,16.94,3.46,7.35
4789,9.75,4.08,3.23
4790,8.36,0.97,2.34
4791,17.52,6.58,1.79
4792,10.76,1.02,2.47
4793,17.35,0.65,4.95
4794,15.71,2.14,2.97
4795,16.68,3.69,2.21
4796,6.62,0.22,3.44
4797,9.16,0.9,3.75
4798,15.55,5.26,3.25
4799,12.52,1.9,3.17
4800,29.69,6.45,5.77
4801,8.91,4.64,2.1
4802,17.71,9.09,6.57
4803,6.95,3.62,2.17
4804,7.6,1.16,3.36
4805,25.91,3.57,5.82
4806,12.19,4.3,8.43
4807,26.29,4.2,3.83
4808,8.28,2.31,1.79
4809,6.52,2.78,2.31
4810,5.59,2.65,1.54
4811,19.9,3.9,5.05
4812,17.73,4.56,3.93
4813,21.26,3.64,8.71
4814,3.92,2.24,4.42
4815,11.02,2.01,3.73
4816,7.88,2.29,3.62
4817,5.81,0.79,2.06
4818,5.58,1.19,0.58
4819,15.08,2.56,1.49
4820,19.14,6.98,6.21
4821,9.64,1.63,1.39
4822,8.34,0.79,1.99
4823,7.73,5.36,6.79
4824,10.51,3.31,3.77
4825,9.19,2.5,2.65
4826,4.29,3.79,4.46
4827,12.12,4.83,3.89
4828,8.64,1.36,1.51
4829,23.3,3.96,3.72
4830,22.68,3.45,3.23
4831,9.89,2.1,3.02
4832,17.9,8.19,9.59
4833,26.1,16.44,18.36
4834,8.99,2.44,1.51
4835,5.21,1.29,3.84
4836,13.15,7.71,6.92
4837,14.65,2.43,2.81
4838,33.59,5.48,9.96
4839,8.81,1.04,2.53
4840,11.59,2.56,3.72
4841,8.62,2.95,2.4
4842,8.18,1.8,2.38
4843,15.11,4.4,2.08
4844,7.67,2.67,1.53
4845,15.58,5.11,5.95
4846,7.56,1.78,0.83
4847,11.41,0.96,3.12
4848,5.78,2.79,3.05
4849,5.19,2.94,2.22
4850,23.45,3.8,4.36
4851,8.21,2.89,2.06
4852,15.46,3.61,1.7
4853,8.77,0.67,4.38
4854,13.4,1.69,2.61
4855,33.8,3.97,10.41
4856,4.85,1.07,2.71
4857,9.14,1.1,2.79
4858,13.67,2.26,4.88
4859,16.56,2.93,4.31
4860,19.35,5.09,6.2
4861,11.7,2.84,2.59
4862,4.23,0.83,0.69
4863,3.39,3.33,2.86
4864,8.15,1.82,2.99
4865,13.34,5.8,3.63
4866,10.24,3.01,4.33
4867,14.18,3.84,13.06
4868,1.1,2.8,0.86
4869,7.55,0.95,3.1
4870,14.56,3.72,6.43
4871,9.69,1.63,1.35
4872,16.16,3.01,2.54
4873,5.39,2.87,1.83
4874,14.75,2.22,3.49
4875,6.6,3.27,0.61
4876,11.01,3.85,6.09
4877,15.5,2.74,4.33
4878,3.91,2.8,2.19
4879,9.67,0.67,4.49
4880,7.35,0.13,3.01
4881,25.9,3.58,7.27
4882,13.13,0.71,1.51
4883,11.59,1.03,4.84
4884,8.88,1.69,2.46
4885,10.69,3.04,5.81
4886,20.62,2.63,6.28
4887,12.01,2.42,1.71
4888,10.77,5.16,2.23
4889,12.13,4.32,6.19
4890,13.09,0.89,2.13
4891,7.43,0.48,1.44
4892,8.09,11.7,10.56
4893,33.66,3.76,6.11
4894,7,2.19,2.38
4895,15.92,3.57,7.36
4896,8.17,2.23,2.64
4897,15.43,1.65,2.58
4898,10.13,3.35,3.4
4899,12.98,4.93,5.29
4900,16.45,4.86,3.51
4901,12.71,12.52,5.58
4902,18.72,1.8,4.72
4903,7.78,1.82,3.73
4904,5.74,5.32,0.93
4905,21.71,3.19,4.1
4906,14.66,1.52,2.62
4907,30.9,6.81,18.55
4908,8.07,1.75,2.44
4909,28.54,3.53,5.02
4910,22.56,4.31,3
4911,2.93,2.72,1
4912,6.38,0.26,1.89
4913,13.79,6.72,3.62
4914,16.53,3.03,4.17
4915,13.57,6.55,7.21
4916,12.01,2.68,5.35
4917,16.98,4.42,4.52
4918,10.93,3.35,5.97
4919,7.22,2.09,4.32
4920,3.07,0.21,1.37
4921,4.65,4.14,1.88
4922,10.04,0.78,2.01
4923,11.28,1.03,2.96
4924,12.82,1.23,3.79
4925,21.28,2.99,3.72
4926,20.61,2.98,5.46
4927,7.53,3.28,4.23
4928,18.2,1.13,11.2
4929,20.48,5.72,9.26
4930,14.89,0.35,6.46
4931,2.89,0.32,1.93
4932,14.77,4.1,2.3
4933,10.31,1.81,1.63
4934,16.45,2.65,3.98
4935,7.71,1.27,1.52
4936,27.41,7.33,5.9
4937,18.61,4.32,3.19
4938,16.16,5.57,6.3
4939,18.56,3.42,2.96
4940,7.32,2.62,2.85
4941,8.99,1.65,2.15
4942,8.15,4.11,4.49
4943,7.57,2.54,2.43
4944,14.53,4.9,5.54
4945,10.88,0.37,1.36
4946,9.32,2.3,1.43
4947,6.78,2,2.79
4948,14.45,0.22,3.46
4949,16,2.79,2
4950,8.22,2.15,3.46
4951,15.49,3.55,2.83
4952,16.19,2.23,2.95
4953,15.4,4.31,4.56
4954,6.04,1.7,2.27
4955,14.1,1.86,2.37
4956,16.38,3.32,1.89
4957,8.54,1.55,2.34
4958,4.21,3.13,2.14
4959,6.26,3.34,2.09
4960,17.15,4.14,8.02
4961,3.16,0.65,0.78
4962,12.11,3.95,2.05
4963,15.89,3,1.99
4964,11.56,2.82,2.34
4965,12.52,1.89,2.04
4966,24.42,10.63,10.29
4967,10.51,1.03,2.09
4968,13.76,5.14,2.42
4969,9.94,1.71,2.85
4970,18.89,2.03,4.11
4971,24.04,3.81,4.63
4972,28.45,4.23,5.21
4973,12.9,6.59,8.28
4974,14.54,2.66,1.91
4975,2.61,0.5,1.99
4976,27.33,3.87,8.56
4977,2.9,2.28,0.8
4978,9.79,0.56,1.29
4979,5.5,3.08,2.17
4980,3.59,2.19,2.51
4981,12.21,3.58,2.23
4982,18.13,3.93,5.35
4983,23.82,2.74,3.91
4984,15.72,4.48,3.02
4985,10.03,0.74,1.4
4986,23.07,4.66,6.84
4987,12.6,3.9,2.7
4988,27.52,3.61,7.23
4989,5.27,1.8,1.07
4990,28.6,4.55,3.46
4991,7.27,0.54,3.29
4992,15.48,2.62,2.11
4993,12.65,2.5,6.09
4994,6.12,1.3,1.06
4995,27.5,2.95,2.18
4996,8,1.11,3.51
4997,4.56,2.7,2.13
4998,9.98,2.76,3.41
4999,10.93,3.07,0.73
5000,11.55,1.63,2.89
5001,4.63,2.5,2.05
5002,12.8,0.42,2.71
5003,7.01,3.26,2.36
5004,3.64,3.68,3.8
5005,25.69,12.38,9.36
5006,4.21,1.47,2.15
5007,13.63,4.45,4.33
5008,17.75,3.69,2.34
5009,12.06,3.32,4.88
5010,12.16,1.82,3.99
5011,8.9,2.34,2.24
5012,9.32,2.24,3.47
5013,9.29,2.41,2.9
5014,26.38,2.55,8.84
5015,13.48,4.2,4.05
5016,5.66,1.9,2.84
5017,6.88,4.8,3.71
5018,6.87,2.23,3.38
5019,14.56,3.06,2.95
5020,8.86,2.38,1.59
5021,12.75,2.63,3.59
5022,9.69,2.12,3.13
5023,39.94,2.6,9.01
5024,12.87,1.24,1.86
5025,3.92,2.53,1.06
5026,9.3,0.82,1.8
5027,13.28,1.9,8.6
5028,2.81,0.97,1.32
5029,12.5,2.7,2.29
5030,6.51,3.42,3.38
5031,3.74,0.53,2.18
5032,12.91,1.34,2.47
5033,18.39,2.02,5.63
5034,14.27,4.59,7.3
5035,10.85,1.42,2.68
5036,6.81,0.67,1.28
5037,12.44,2.89,2.97
5038,8.13,1.84,1.78
5039,10.01,1.79,2.26
5040,10.92,2.24,2.68
5041,16.15,1.07,3.48
5042,18.3,3.49,6.71
5043,5.18,4.04,5
5044,13.8,1.1,2.6
5045,8.74,1.82,3.63
5046,6.19,0.93,1.75
5047,15.33,2.09,4.45
5048,10.27,3.49,1.92
5049,9.27,1.43,2.68
5050,8.21,2.78,1.87
5051,20.02,4.36,8.52
5052,9.93,3.14,2.73
5053,17.6,2.72,4.24
5054,7.73,1.99,1.65
5055,15.38,3.83,3.31
5056,20.2,3.37,6.38
5057,11.73,3.13,2.96
5058,18.37,3.75,4
5059,14.22,2.08,3.18
5060,5.02,2.34,1.92
5061,11.63,2.26,2.65
5062,9.65,0.93,3.26
5063,9.18,1.24,3.28
5064,6.9,0.75,0.83
5065,13.68,2.67,2.73
5066,20.23,6.7,13.8
5067,18.42,2.83,4.06
5068,10.74,4.12,1.4
5069,4.95,1.88,0.69
5070,8.55,2.54,2.77
5071,11.69,1.95,2.44
5072,16.12,3.09,3.51
5073,6.26,2.72,2.34
5074,13.51,6.58,3.02
5075,9.62,3.08,1.23
5076,10.64,2.5,1.8
5077,21.34,2.4,3.76
5078,11.28,0.92,3.59
5079,11.76,2.89,1.7
5080,26.41,3.52,7.38
5081,5.3,1.75,3.17
5082,8.89,2.59,3.27
5083,6.14,0.99,3.49
5084,6.76,1.96,2.42
5085,25.5,2.5,6.43
5086,9.97,2.2,1.93
5087,19.41,4.69,5.02
5088,17.89,6.4,6.27
5089,13.85,2.2,1.36
5090,17.71,5.33,9.25
5091,16.16,2.18,1.88
5092,14.62,2.4,1.81
5093,13.71,2.63,4.07
5094,5.86,1.12,1.75
5095,9.58,2.99,4.48
5096,7.4,2.65,1.11
5097,8.19,0.4,2.54
5098,6.86,1.32,2.58
5099,7.78,0.65,3.77
5100,23.36,4.15,4.48
5101,8.81,0.54,2.13
5102,6.44,2.48,5.38
5103,13.36,2.51,3.54
5104,13.03,0.34,3.71
5105,5.65,1.78,2.93
5106,9.75,2.66,4.42
5107,7.12,2.76,2.48
5108,6,2.12,0.19
5109,10.86,2.19,5.13
5110,6.87,1.23,2.58
5111,16.86,2.75,13.9
5112,10.89,2.96,2.41
5113,6.42,1.3,1.13
5114,5.98,1.44,1.95
5115,11.05,4.47,3.91
5116,7.7,1.6,3.14
5117,15.09,2.06,3.84
5118,14.23,4.65,16.22
5119,4.79,3.24,0.79
5120,11.05,1.89,4.13
5121,4,1.39,1.99
5122,15.11,2.05,2.01
5123,15.81,5.07,11.71
5124,22.45,4.91,10.83
5125,23.73,6.83,9.83
5126,8.08,0.4,2.26
5127,18.13,5.91,6.01
5128,2.9,1.78,1.13
5129,7.33,2.15,1
5130,15.71,3.59,3.84
5131,15.84,3.84,8.32
5132,10.61,1.27,3.11
5133,4.29,0.73,0.91
5134,7.4,2.37,1.4
5135,5.75,1.32,0.3
5136,7.9,0.98,1.23
5137,10.11,2.25,2.74
5138,13.11,0.86,2.28
5139,8.42,2.04,3.41
5140,24.1,3.22,6.02
5141,19.34,1.65,4.93
5142,10.99,4.5,2.36
5143,8.18,2.14,1.05
5144,16.34,10.61,7.73
5145,14.84,2.96,3.38
5146,27.74,4.63,5.87
5147,1.93,3.14,2.1
5148,18.67,4,3.52
5149,21.77,1.38,8.18
5150,15.47,7.68,10.16
5151,13.43,5.66,13.49
5152,25.03,4.65,9.69
5153,4.42,2.68,1.17
5154,10.67,3.22,2.63
5155,13.22,1.7,1.47
5156,8.11,2.62,6.76
5157,9.13,2.01,2.09
5158,15.11,1.37,4.25
5159,7.07,5.15,2.12
5160,11.14,0.65,2.75
5161,27.3,3.82,7.07
5162,8.18,3.73,3
5163,16,1.46,3.49
5164,23.87,3.1,4.55
5165,7.13,0.84,3.36
5166,9.7,2.94,1.75
5167,9.95,1.95,1.86
5168,18.21,5.17,7
5169,17.35,3.11,2.27
5170,7.31,3.8,1.47
5171,10.45,6.61,6.28
5172,1.51,2,0.52
5173,11.92,2.56,2.77
5174,21.39,1.13,7.51
5175,7.85,2.36,2.89
5176,11.15,2.24,3.03
5177,18.34,4.28,3.09
5178,5.56,2.18,1.58
5179,7.39,1.5,1.66
5180,9.34,3.2,3
5181,7.65,2.86,2.67
5182,29.34,6.04,6.03
5183,16.06,0.83,5.93
5184,14.88,1.35,3.61
5185,16.42,2.5,3.27
5186,8.4,2.44,2.07
5187,10.21,2.63,2.06
5188,24.71,3.34,5.65
5189,5.09,2.52,1.41
5190,10.35,2.99,1.54
5191,4.56,1.31,3.04
5192,6.8,0.87,1.96
5193,4.73,2.29,5.24
5194,5.44,1.25,0.89
5195,11.15,3.3,2.12
5196,6.2,1.72,3.76
5197,11.85,2.95,2.13
5198,20.33,2.09,2.34
5199,8.9,2.51,2.07
5200,6.56,1.3,0.72
5201,25.84,22.26,12.43
5202,10.43,0.95,5.88
5203,7.52,2.36,3.3
5204,8.77,1.79,2.73
5205,10.5,4.35,4.39
5206,4.45,0.85,0.47
5207,14.86,0.71,7.75
5208,22.11,3.59,10
5209,9.77,3.17,2.33
5210,14.64,2.95,3.39
5211,30.23,11.96,7.19
5212,14.51,5.36,3.19
5213,16.46,2.08,3.1
5214,14.55,3.8,3.07
5215,15.74,2.83,2.47
5216,18.06,2.42,2.82
5217,22.28,6.72,8.07
5218,9.26,1.25,1.21
5219,7.58,2.39,1.99
5220,7.89,1.69,2.82
5221,7.51,1.08,2.78
5222,13.78,0.61,5.12
5223,4,2.74,1.7
5224,10.36,0.92,1.35
5225,17.54,3.52,5.47
5226,28.44,14.97,18.4
5227,21.67,3.98,14.45
5228,8.13,1.05,0.66
5229,9.11,2.79,4.28
5230,12.98,1.28,3.17
5231,5.55,2.77,2.07
5232,5.16,1.34,0.94
5233,6.1,2.86,0.68
5234,12.29,2.02,5.04
5235,16.91,7.81,9.28
5236,4.04,2.38,3.27
5237,16.05,4.62,4.5
5238,12.55,1.01,3.99
5239,21.35,7.35,4.09
5240,17.43,1.92,5.13
5241,15.38,3.56,2.2
5242,9.48,3.07,1.24
5243,9.12,0.48,2.14
5244,17.26,9.7,27.91
5245,13.67,5.43,5.69
5246,17.32,1.74,4.52
5247,7.35,1.91,1.23
5248,11.35,2,3.63
5249,2.84,2.36,1.07
5250,4.03,0.69,2.13
5251,3.99,0.75,0.53
5252,20.69,1.2,4.21
5253,4.63,0.65,1.01
5254,11.52,1.69,4.15
5255,19.9,8.72,5.03
5256,19.18,3.29,9.54
5257,23.26,3.63,4.69
5258,19.54,3,3.9
5259,27.6,4.54,10.13
5260,9.07,3.38,2.21
5261,4.69,2.32,1.57
5262,2.04,2.28,1.7
5263,19.27,3.98,4.04
5264,7.06,1.65,2.66
5265,14.04,1.88,2.46
5266,5.21,2.82,2.04
5267,12.27,0.94,1.23
5268,6.83,1.94,2.43
5269,12.35,8.12,3.19
5270,4.26,3.19,1.62
5271,13.14,2.05,4.67
5272,10.54,1.27,3.53
5273,5.91,3.58,1.08
5274,44.02,15.41,15.28
5275,4.18,1.57,1.26
5276,4.54,0.98,0.62
5277,6.62,2.38,2.98
5278,6.42,3.03,1.35
5279,4.8,2.96,2.95
5280,6.92,1.63,0.47
5281,10.62,4.76,2.26
5282,34.81,7.43,10.29
5283,16.53,5.4,4.19
5284,5.89,2.89,1.99
5285,12.97,2.73,5.97
5286,25.96,1.56,5.69
5287,8.59,2.82,2.15
5288,7.56,0.97,4.88
5289,9.69,0.87,1.2
5290,8.74,3.72,4.14
5291,6.81,2.54,3.59
5292,10.27,1.29,2.46
5293,3.58,3.08,1.94
5294,21.34,9.82,7.93
5295,21.78,4.52,9.34
5296,13.28,0.77,4.92
5297,21.09,1.85,3.86
5298,12.68,4.81,1.89
5299,9.53,3.66,2.89
5300,13.55,1.9,2.63
5301,12.02,3.29,3.34
5302,2.84,2.23,1.67
5303,10.05,3.07,2.66
5304,32.86,6.62,16.2
5305,18.08,2.71,3.44
5306,11.59,2.22,8.02
5307,8.28,3.36,1.88
5308,6.89,1.89,5.3
5309,7.15,1.05,2
5310,5.44,0.99,1.62
5311,7.29,3.21,1.93
5312,12.38,3.7,10.45
5313,9.66,2.57,1.57
5314,16.84,4.13,2.3
5315,21.83,3.46,5.51
5316,11.38,1.02,4.1
5317,5.16,2.56,2.38
5318,9.54,2.33,1.45
5319,28.01,7.49,9.58
5320,34.55,3.66,12.07
5321,15.42,2.07,2.99
5322,5.72,0.83,4.57
5323,8.38,3.11,1.94
5324,3.56,0.65,2.18
5325,22.76,3.61,5.23
5326,6.26,1.96,1.94
5327,2.71,0.26,0.79
5328,1.33,3.02,1.77
5329,6.79,0.27,2.94
5330,20.55,9.16,10
5331,28.12,8.13,9.76
5332,4.9,1.7,0.99
5333,10.75,2.84,5.23
5334,14.99,2.24,2.35
5335,19.75,6.19,6.82
5336,8.45,2.17,2.83
5337,1.42,0.22,1.15
5338,11.15,3.41,8.01
5339,5.95,3.71,0.75
5340,4.09,1.82,3.16
5341,16.77,7.6,10.69
5342,10.28,4.46,3.41
5343,20.11,3.24,11.85
5344,33.25,5.51,5
5345,10.95,19.01,13.24
5346,15.47,4.71,5.36
5347,6.1,2.85,2.22
5348,13.1,3.45,1.53
5349,14.42,5.08,4.55
5350,19.46,4.59,3.41
5351,5.91,3.18,6.5
5352,11.89,3.48,2.17
5353,14.05,3.99,3.44
5354,11.01,2.41,3.02
5355,19.16,4.47,4.28
5356,14.47,3.13,1.75
5357,5.94,3.24,11.47
5358,21.25,0.64,2.76
5359,15.27,2.69,2.31
5360,5.29,1.73,1.88
5361,7.76,0.46,0.88
5362,12.63,2.92,3.92
5363,7.19,1.06,1.3
5364,7.23,0.62,2.57
5365,26.28,5.26,4.07
5366,24.34,1.67,4.14
5367,18.64,17.43,24.08
5368,7.58,0.56,1.47
5369,22.61,3.91,10.34
5370,6.01,1.34,1.44
5371,22.19,3.12,3.41
5372,8.53,3.1,2.73
5373,11.93,1.07,3.39
5374,6.3,1.39,1.97
5375,6.1,0.52,1.19
5376,8.19,2.55,5.52
5377,20.39,2.8,3.91
5378,11.44,0.5,3.8
5379,13.97,3.27,19.36
5380,18.31,5.28,5.45
5381,8.73,2.54,2.77
5382,11.7,3.02,3.5
5383,7.93,3.55,3.1
5384,7.16,1.77,2.22
5385,11.2,6.27,8.01
5386,10.02,3.26,1.54
5387,9.72,2.01,1.18
5388,21.31,6.26,6.51
5389,18.32,4.41,2.25
5390,1.91,2.83,0.51
5391,4.41,1.08,2.18
5392,28.71,2.56,22.13
5393,35.61,5.26,7.8
5394,18.05,7.15,5.04
5395,19.61,2.46,2.33
5396,8.71,4.11,2.4
5397,8.96,4.74,5.64
5398,17.13,2.13,9.88
5399,23.41,1.22,4.73
5400,21.97,6.56,3.05
5401,11.13,2.86,2.44
5402,20.86,3.76,5.66
5403,9.32,4.26,13.64
5404,19.45,2.77,3.34
5405,23.17,3.2,4.14
5406,24.63,2.34,4.61
5407,8.06,1.71,4.09
5408,5.88,2.02,0.87
5409,15.3,2.71,2.34
5410,10.98,1.93,6.45
5411,21.08,2.95,3.51
5412,12.49,2.78,3.52
5413,6.08,1.95,2.3
5414,8.51,1.12,2.76
5415,9.75,3.69,3.05
5416,16.4,0.66,7.25
5417,15.36,5.87,7.87
5418,7.27,0.45,1.93
5419,4.11,2.82,2.23
5420,3.14,3.17,2.42
5421,18.51,3.55,4.51
5422,6.92,0.71,2.8
5423,6.32,3.06,0.53
5424,6.51,2.82,2.24
5425,7.53,1.29,1.53
5426,8.39,2.78,3
5427,10.7,2.67,4.76
5428,14.98,1.72,2.95
5429,12.16,6.84,15.2
5430,27.53,2.31,4.42
5431,12.35,4.11,2.29
5432,16.5,4.48,3.08
5433,19.41,2.2,4.58
5434,8.84,0.52,3.54
5435,12.93,3.61,2.6
5436,14.79,4.93,6.68
5437,6.14,2.16,2.03
5438,17.48,4.28,5.68
5439,10.32,4.48,5.69
5440,20.85,2.32,2.13
5441,12.58,2.46,3.04
5442,7.93,0.92,1.51
5443,21.34,5.19,12.49
5444,31.59,1.78,5.12
5445,10.22,0.37,1.83
5446,12.79,1.49,2.95
5447,17.18,3.88,6.88
5448,21.41,4.13,18.43
5449,26.04,1.37,4.3
5450,26.55,5.44,19.78
5451,5.48,1.59,1
5452,10.7,0.84,4.25
5453,18.61,6.46,7.05
5454,9.89,2.05,3.86
5455,6.54,3.23,3.68
5456,8.93,3.08,2.48
5457,5.22,1.61,1.52
5458,10.42,7.77,12.11
5459,7.4,2.62,1.88
5460,15.82,5.85,5.34
5461,6.9,2.12,0.84
5462,7.54,1.91,0.92
5463,4.64,2.33,4.3
5464,5.25,1.04,0.75
5465,17.07,7.8,5.01
5466,20.46,7.56,5.24
5467,7.99,2.54,4.37
5468,7.79,1.49,0.78
5469,20.33,3.45,6.52
5470,10.9,3.78,8.4
5471,16.29,3.35,2.97
5472,6.1,0.48,1.94
5473,18.01,1.2,13.01
5474,11.89,1.3,2
5475,30.57,6.37,1.72
5476,13.43,2.53,2.96
5477,8.61,3.02,1.47
5478,8.28,3.21,7.23
5479,11.22,1.98,3.57
5480,13.88,1.45,2.58
5481,7.35,1.05,1.43
5482,7.95,0.5,2.89
5483,11.55,2.4,3.47
5484,37.58,7.79,12.32
5485,34.26,5.07,3.74
5486,5.73,2.38,2.03
5487,7.31,1.99,4.23
5488,17.58,2.78,7.2
5489,5.69,1.42,3.11
5490,6.41,2.84,2.16
5491,17.85,7.65,1.31
5492,9.07,2.28,1.6
5493,20.34,1.25,4.67
5494,13.92,0.75,2.43
5495,17.39,4.82,1.5
5496,8.95,2.49,3.12
5497,9.36,1.13,3.12
5498,16.26,4.39,2.76
5499,11.9,1.14,1.49
5500,29.38,8.1,6.32
5501,8.21,3.83,2.85
5502,17.98,7.23,6.1
5503,11.36,3.36,2.68
5504,6.9,0.6,2.43
5505,29.04,4.52,5.88
5506,13.21,3.89,9.5
5507,29.2,3.68,3.46
5508,5.03,1.52,1.97
5509,7.95,2.03,2.65
5510,3.74,1.45,2.03
5511,21.8,2.47,4.51
5512,18.29,2.48,2.93
5513,20.52,4.38,7.45
5514,5.38,2.02,3.55
5515,13.59,3.74,3.44
5516,5.46,2.37,3.88
5517,5.5,2.33,1.98
5518,9.02,3.18,1.18
5519,14.02,3.95,1.59
5520,17.66,5.95,5.63
5521,8.52,1.93,3.02
5522,6.49,1.17,3.02
5523,11.88,6.13,8.34
5524,11.6,2.55,3.45
5525,8.54,3.49,2.3
5526,6.57,2.58,4.88
5527,15.36,4.94,3.53
5528,7.22,2.87,3.02
5529,22.18,3.94,4.38
5530,22.74,3.57,2.21
5531,11.04,2.96,3.99
5532,16.28,8.31,8.69
5533,24.34,14.58,17.3
5534,11.76,3.4,1.11
5535,8.34,1.72,4.47
5536,12.22,7.46,7.47
5537,14.08,3.53,2.12
5538,30.94,4.45,9.76
5539,10.61,2.45,2.61
5540,11.94,2.01,3.86
5541,8.76,1.15,1.87
5542,7.53,3.9,2.02
5543,15.98,4.37,1.47
5544,7.88,2,2.33
5545,13.71,5.88,4.75
5546,4.66,4.01,1.06
5547,10.45,0.4,3.29
5548,7.95,2.09,2.92
5549,1.68,1.41,1.21
5550,20.79,2.21,4.99
5551,11.3,2.6,1.48
5552,14.99,1.38,2.66
5553,13.25,2.55,4.52
5554,9.75,1.04,2.43
5555,35.11,3.5,11.23
5556,5.48,1.53,2.09
5557,8.56,0.82,2.46
5558,15.03,1.85,5.04
5559,14.47,1.07,3.15
5560,16.42,4.22,7.56
5561,11.79,2.36,3.53
5562,3.52,1.22,1.82
5563,7.76,1.57,1.53
5564,11.52,2.02,2.33
5565,10.6,7.05,3.36
5566,9.57,3.71,4.63
5567,16.49,4.07,13.46
5568,1.56,2.82,0.68
5569,8.23,0.94,2.85
5570,13.52,1.57,4.73
5571,7.08,2.02,1.34
5572,17.63,2.38,3.71
5573,3.07,0.77,0.5
5574,12.46,2.37,3.89
5575,5.44,2.45,0.76
5576,10.38,3.56,6.1
5577,16.06,0.51,4.49
5578,5.17,2.99,0.42
5579,10.93,2.62,4.49
5580,3.08,2.3,2.48
5581,27.31,2.83,8.18
5582,9.72,1.63,2.89
5583,12.23,1.88,3.6
5584,10.72,1.31,2.58
5585,14.14,1.07,6.28
5586,19.51,3.98,6.5
5587,8.12,2.43,2.73
5588,15.19,3.75,0.9
5589,13.17,2.64,7.18
5590,12.12,3.19,1.88
5591,12.3,1.74,1.47
5592,9.89,11.07,10.69
5593,30.9,5.02,5.27
5594,5.8,2.25,1.03
5595,16.02,4.86,6.34
5596,5.17,2.71,2.29
5597,14.07,1.46,2.44
5598,8.1,2.73,2.63
5599,9.15,5.03,5.01
5600,18.43,4.17,4.86
5601,9.85,12.65,6.48
5602,20.73,2.78,5.64
5603,7.45,3.18,2.92
5604,5.58,5.55,1.1
5605,20.1,4.16,4.82
5606,11.66,1.91,3.31
5607,30.67,4.35,17.21
5608,3.97,1.6,2.1
5609,28.06,2.38,4.74
5610,24.46,4.88,2.53
5611,4.38,1.26,0.45
5612,5.68,0.95,1.15
5613,13.44,4.38,4.28
5614,17.82,3.15,4.61
5615,9.41,4.22,6
5616,12.72,2.04,5.11
5617,16.4,3.98,4.05
5618,7.66,1.36,6.27
5619,9.69,3.05,4.04
5620,4.01,1.17,0.75
5621,4.12,2.38,1.64
5622,7.42,2.72,3.72
5623,12.9,0.5,3.66
5624,12.85,0.54,3.31
5625,18.93,2.6,3.28
5626,21.38,2.26,3.86
5627,8.39,1.53,4.31
5628,20.52,1.95,11.02
5629,20.69,4.06,7.96
5630,14.88,0.88,6.75
5631,6.65,2.56,1.5
5632,11.07,4.01,2.77
5633,10.63,3.27,2.23
5634,17.79,1.13,4.16
5635,7.75,1.64,1.4
5636,28.09,8.2,6.11
5637,19.29,2.29,2.43
5638,15.44,4.79,5.54
5639,21.84,3.08,3.92
5640,4.68,2.68,3.13
5641,9.5,0.64,2.89
5642,8.34,4.03,3.9
5643,6.64,2.87,2.86
5644,15.34,4.29,6.06
5645,11.39,2.44,1.67
5646,7.21,2.81,1.67
5647,8.38,1.66,2.32
5648,14.96,1.61,3.47
5649,11.89,1.66,2.39
5650,8.24,2.43,4.89
5651,15.26,1.3,4.07
5652,16.34,1.79,2.67
5653,17.69,5.36,4.59
5654,4.14,2.62,2.15
5655,14.26,2.56,2.62
5656,18.12,4.52,3.67
5657,5.43,2.64,2.98
5658,4.71,1.48,1.44
5659,6.31,2.42,1.04
5660,15.66,5.37,8.88
5661,5.05,2.8,2.28
5662,11.92,3.03,1.92
5663,15.1,1.16,3.51
5664,9.52,3.01,1.71
5665,12.2,2.74,1.19
5666,26.42,7.89,10.99
5667,6.58,1.34,1.99
5668,13.49,4.84,2.75
5669,12.72,2.01,2.91
5670,23.52,3.43,5.04
5671,24.09,2.01,5.14
5672,27.39,4.66,5.18
5673,17.26,6.5,8.82
5674,13.61,3.89,1.8
5675,6.65,2.85,2.1
